reporting_month,account_id,product,tenure_months,credit_limit,spend,balance,revolve_balance,delinquency_bucket
2023-06-01,100506,Cashback,24,10000,0.0,1201.78,0.0,1-29 DPD
2023-06-01,100507,Cashback,46,2500,0.0,479.18,0.0,Current
2023-06-01,100508,Cashback,115,5000,184.08,738.97,0.0,Current
2023-06-01,100509,Low APR,35,5000,158.77,583.42,119.98,Current
2023-06-01,100510,Travel Reward,28,5000,99.23,177.76,140.06,Current
2023-06-01,100511,Student,43,1000,3.23,59.8,0.0,Current
2023-06-01,100512,Student,99,10000,0.0,5054.43,0.0,Current
2023-06-01,100513,Cashback,25,10000,1278.69,3416.5,2533.04,Current
2023-06-01,100514,Travel Reward,53,10000,0.0,9000.0,9000.0,90+ DPD
2023-06-01,100515,Travel Reward,10,2500,0.0,650.13,345.27,Current
2023-06-01,100516,Student,53,10000,204.87,678.14,345.29,30-59 DPD
2023-06-01,100517,Travel Reward,45,10000,56.54,4571.36,3089.11,Current
2023-06-01,100518,Cashback,73,15000,0.0,5589.7,2045.91,60-89 DPD
2023-06-01,100519,Low APR,112,10000,0.0,3022.98,0.0,Current
2023-06-01,100520,Low APR,121,1000,0.0,483.96,123.97,Current
2023-06-01,100521,Travel Reward,104,15000,346.46,2411.75,371.01,Current
2023-06-01,100522,Cashback,15,5000,0.0,939.64,367.45,Current
2023-06-01,100523,Cashback,63,2500,1463.1,894.99,0.0,1-29 DPD
2023-06-01,100524,Travel Reward,84,5000,620.09,430.71,0.0,Current
2023-06-01,100525,Travel Reward,13,10000,0.0,3216.21,0.0,Current
2023-06-01,100526,Travel Reward,71,2500,110.94,357.72,278.59,30-59 DPD
2023-06-01,100527,Travel Reward,104,1000,69.16,332.76,111.94,1-29 DPD
2023-06-01,100528,Cashback,17,5000,0.0,2749.23,0.0,Current
2023-06-01,100529,Cashback,25,5000,61.15,653.12,412.02,Current
2023-06-01,100530,Low APR,97,15000,57.98,3322.81,0.0,Current
2023-06-01,100531,Travel Reward,18,2500,0.0,657.32,145.19,Current
2023-06-01,100532,Travel Reward,100,10000,195.7,3659.29,0.0,Current
2023-06-01,100533,Student,62,5000,3.08,2009.39,0.0,Current
2023-06-01,100534,Student,61,2500,162.06,1749.2,0.0,Current
2023-06-01,100535,Low APR,69,15000,71.98,1556.89,0.0,Current
2023-06-01,100536,Cashback,100,10000,0.0,1024.12,0.0,Current
2023-06-01,100537,Travel Reward,41,2500,18.75,519.81,440.31,Current
2023-06-01,100538,Low APR,23,15000,0.0,7058.42,1245.71,Current
2023-06-01,100539,Travel Reward,113,1000,0.0,900.0,900.0,90+ DPD
2023-06-01,100540,Cashback,29,2500,0.0,636.66,552.98,Current
2023-06-01,100541,Low APR,30,5000,25.57,1044.82,0.0,Current
2023-06-01,100542,Student,117,2500,312.01,217.52,112.98,Current
2023-06-01,100543,Low APR,59,2500,128.58,1055.94,0.0,Current
2023-06-01,100544,Cashback,30,5000,370.74,1044.72,833.34,Current
2023-06-01,100545,Low APR,61,2500,2000.0,930.22,434.35,Current
2023-06-01,100546,Travel Reward,7,15000,277.79,5809.45,0.0,Current
2023-06-01,100547,Travel Reward,94,2500,0.0,1921.83,0.0,Current
2023-06-01,100548,Low APR,87,5000,11.2,1414.74,954.91,Current
2023-06-01,100549,Cashback,45,15000,0.0,13500.0,13500.0,Charge-off
2023-06-01,100550,Cashback,31,5000,0.0,1414.44,0.0,Current
2023-06-01,100551,Travel Reward,32,2500,0.0,856.88,92.5,Current
2023-06-01,100552,Cashback,64,10000,1001.91,4184.01,2509.71,Current
2023-06-01,100553,Travel Reward,107,5000,217.93,2817.25,1284.38,Current
2023-06-01,100554,Travel Reward,66,1000,8.29,147.52,27.45,Current
2023-06-01,100555,Travel Reward,70,2500,487.72,681.07,461.53,Current
2023-06-01,100556,Student,57,10000,496.13,2146.57,0.0,Current
2023-06-01,100557,Cashback,73,25000,12.92,22176.63,0.0,Current
2023-06-01,100558,Cashback,85,2500,0.0,516.01,0.0,Current
2023-06-01,100559,Student,82,5000,13.45,2160.46,0.0,Current
2023-06-01,100560,Cashback,56,5000,47.88,534.5,252.2,60-89 DPD
2023-06-01,100561,Low APR,111,5000,240.38,732.32,0.0,Current
2023-06-01,100562,Travel Reward,66,25000,147.85,3445.68,2491.21,Current
2023-06-01,100563,Cashback,83,5000,1035.29,1213.08,596.44,Current
2023-06-01,100564,Travel Reward,114,2500,0.0,675.83,0.0,Current
2023-06-01,100565,Student,23,1000,0.0,77.45,48.08,1-29 DPD
2023-06-01,100566,Cashback,87,1000,0.0,197.35,0.0,Current
2023-06-01,100567,Cashback,11,5000,70.88,1845.02,0.0,1-29 DPD
2023-06-01,100568,Low APR,113,25000,344.06,9609.52,1123.38,Current
2023-06-01,100569,Cashback,36,5000,0.0,474.24,80.8,Current
2023-06-01,100570,Travel Reward,104,15000,120.08,6476.9,2445.22,Current
2023-06-01,100571,Low APR,122,2500,0.0,459.51,255.66,Current
2023-06-01,100572,Cashback,123,15000,140.17,5261.69,0.0,1-29 DPD
2023-06-01,100573,Cashback,116,10000,28.46,855.09,0.0,Current
2023-06-01,100574,Low APR,79,5000,0.0,1173.36,0.0,Current
2023-06-01,100575,Cashback,115,15000,112.15,4895.68,0.0,Current
2023-06-01,100576,Low APR,26,5000,17.68,2033.41,0.0,Current
2023-06-01,100577,Cashback,65,2500,383.22,1028.19,478.46,Current
2023-06-01,100578,Low APR,55,5000,638.36,1228.49,743.13,Current
2023-06-01,100579,Low APR,92,5000,86.48,784.35,0.0,Current
2023-06-01,100580,Low APR,84,5000,360.57,728.71,0.0,1-29 DPD
2023-06-01,100581,Cashback,113,2500,204.34,441.42,0.0,Current
2023-06-01,100582,Travel Reward,80,10000,859.76,4167.61,950.82,60-89 DPD
2023-06-01,100583,Travel Reward,117,15000,72.28,1124.85,0.0,Current
2023-06-01,100584,Cashback,121,1000,71.17,434.78,0.0,Current
2023-06-01,100585,Travel Reward,104,2500,163.04,637.5,566.07,Current
2023-06-01,100586,Travel Reward,11,5000,0.0,277.76,87.28,Current
2023-06-01,100587,Cashback,74,5000,0.0,2387.19,2100.55,Current
2023-06-01,100588,Low APR,112,10000,0.0,5440.27,3379.07,Current
2023-06-01,100589,Travel Reward,119,15000,0.0,1072.81,288.77,Current
2023-06-01,100590,Cashback,112,25000,649.71,5968.6,2123.37,Current
2023-06-01,100591,Travel Reward,81,1000,0.0,900.0,900.0,90+ DPD
2023-06-01,100592,Cashback,15,5000,20.41,620.66,304.47,Current
2023-06-01,100593,Cashback,15,5000,64.98,1987.23,0.0,Current
2023-06-01,100594,Cashback,65,25000,0.0,13190.59,0.0,30-59 DPD
2023-06-01,100595,Student,52,5000,197.31,1806.37,0.0,Current
2023-06-01,100596,Travel Reward,81,1000,190.76,784.29,0.0,30-59 DPD
2023-06-01,100597,Low APR,102,10000,0.0,1995.49,871.77,Current
2023-06-01,100598,Student,51,15000,201.1,7907.78,0.0,Current
2023-06-01,100599,Cashback,23,5000,258.84,1283.62,0.0,Current
2023-06-01,100600,Low APR,103,10000,55.59,3156.99,321.24,Current
2023-06-01,100601,Cashback,42,10000,192.36,3198.72,1395.76,Current
2023-06-01,100602,Cashback,124,2500,27.77,744.59,471.69,Current
2023-06-01,100603,Cashback,56,2500,0.0,949.39,0.0,Current
2023-06-01,100604,Travel Reward,52,2500,0.0,312.7,221.55,Current
2023-06-01,100605,Travel Reward,89,5000,32.71,586.43,0.0,Current
2023-06-01,100606,Travel Reward,116,5000,2070.09,1111.3,948.58,Current
2023-06-01,100607,Travel Reward,17,25000,0.0,5142.05,0.0,Current
2023-06-01,100608,Low APR,96,15000,0.0,6704.97,0.0,Current
2023-06-01,100609,Student,89,1000,75.1,284.86,250.54,Current
2023-06-01,100610,Cashback,44,5000,807.13,1966.98,1557.41,Current
2023-06-01,100611,Cashback,118,10000,799.09,510.57,219.56,Current
2023-06-01,100612,Cashback,63,15000,293.41,8815.55,1109.88,Current
2023-06-01,100613,Low APR,37,1000,8.84,437.14,157.74,Current
2023-06-01,100614,Travel Reward,20,10000,74.9,979.64,0.0,Current
2023-06-01,100615,Travel Reward,94,2500,115.5,1480.57,1031.4,Current
2023-06-01,100616,Student,21,25000,52.31,13946.78,0.0,Current
2023-06-01,100617,Cashback,87,2500,396.8,881.98,0.0,Current
2023-06-01,100618,Travel Reward,84,25000,0.0,9952.82,4796.02,1-29 DPD
2023-06-01,100619,Cashback,36,15000,2213.02,2101.36,351.38,Current
2023-06-01,100620,Travel Reward,43,1000,119.99,320.66,88.83,Current
2023-06-01,100621,Cashback,87,2500,1839.9,442.23,0.0,Current
2023-06-01,100622,Cashback,68,5000,51.3,2287.85,1931.62,Current
2023-06-01,100623,Travel Reward,93,15000,0.0,6104.19,0.0,Current
2023-06-01,100624,Cashback,73,10000,415.59,357.23,106.67,Current
2023-06-01,100625,Travel Reward,107,15000,0.0,4898.9,0.0,60-89 DPD
2023-06-01,100626,Travel Reward,68,10000,0.0,3848.97,3367.81,Current
2023-06-01,100627,Low APR,34,5000,16.1,2242.57,0.0,Current
2023-06-01,100628,Travel Reward,120,2500,157.73,131.63,0.0,Current
2023-06-01,100629,Travel Reward,30,2500,0.0,862.67,0.0,Current
2023-06-01,100630,Low APR,93,25000,0.0,6659.11,0.0,Current
2023-06-01,100631,Cashback,39,25000,0.0,22500.0,22500.0,90+ DPD
2023-06-01,100632,Low APR,117,10000,23.62,187.36,142.83,Current
2023-06-01,100633,Travel Reward,88,1000,0.0,393.73,170.31,Current
2023-06-01,100634,Cashback,115,10000,286.55,1959.88,1452.28,Current
2023-06-01,100635,Cashback,41,5000,388.52,954.28,379.77,Current
2023-06-01,100636,Low APR,118,1000,75.03,310.42,0.0,Current
2023-06-01,100637,Cashback,73,5000,23.83,1179.03,0.0,Current
2023-06-01,100638,Cashback,76,2500,45.27,1650.11,1153.2,Current
2023-06-01,100639,Travel Reward,106,2500,18.09,445.72,0.0,Current
2023-06-01,100640,Low APR,15,1000,174.2,731.54,0.0,Current
2023-06-01,100641,Student,104,25000,593.39,7682.49,2692.52,Current
2023-06-01,100642,Low APR,54,25000,0.0,10693.43,0.0,Current
2023-06-01,100643,Travel Reward,67,1000,198.75,638.1,0.0,Current
2023-06-01,100644,Cashback,17,2500,0.0,845.88,124.32,Current
2023-06-01,100645,Cashback,79,5000,403.67,3258.97,0.0,Current
2023-06-01,100646,Cashback,46,10000,365.09,4284.06,0.0,Current
2023-06-01,100647,Cashback,9,1000,0.0,182.09,69.8,Current
2023-06-01,100648,Cashback,89,25000,0.0,3522.31,0.0,Current
2023-06-01,100649,Cashback,98,2500,58.01,818.93,418.32,Current
2023-06-01,100650,Low APR,38,10000,89.54,4849.18,2508.29,Current
2023-06-01,100651,Student,43,1000,0.0,258.81,0.0,Current
2023-06-01,100652,Travel Reward,78,2500,17.94,991.15,0.0,Current
2023-06-01,100653,Travel Reward,63,5000,456.91,1741.04,685.65,Current
2023-06-01,100654,Cashback,20,10000,54.51,4181.06,0.0,Current
2023-06-01,100655,Cashback,12,10000,34.32,1126.99,0.0,Current
2023-06-01,100656,Cashback,117,5000,12.89,722.29,249.79,Current
2023-06-01,100657,Travel Reward,55,5000,0.0,775.06,317.9,1-29 DPD
2023-06-01,100658,Cashback,99,5000,309.31,1065.69,696.77,Current
2023-06-01,100659,Travel Reward,78,2500,804.1,425.07,0.0,Current
2023-06-01,100660,Low APR,20,1000,552.12,442.08,0.0,Current
2023-06-01,100661,Travel Reward,107,2500,341.9,471.08,0.0,Current
2023-06-01,100662,Low APR,77,5000,100.46,610.92,313.86,Current
2023-06-01,100663,Travel Reward,52,10000,0.0,1909.71,0.0,Current
2023-06-01,100664,Low APR,68,5000,45.63,785.04,0.0,Current
2023-06-01,100665,Travel Reward,96,10000,0.0,1845.69,650.56,60-89 DPD
2023-06-01,100666,Travel Reward,98,10000,0.0,5769.72,4530.75,Current
2023-06-01,100667,Cashback,10,25000,0.0,8766.25,5018.87,Current
2023-06-01,100668,Travel Reward,63,5000,118.7,1487.52,842.14,Current
2023-06-01,100669,Cashback,118,15000,0.0,2284.4,0.0,30-59 DPD
2023-06-01,100670,Travel Reward,94,15000,0.0,1882.99,0.0,Current
2023-06-01,100671,Low APR,71,15000,38.8,7532.04,6098.53,Current
2023-06-01,100672,Cashback,86,5000,0.0,1487.29,549.85,Current
2023-06-01,100673,Cashback,47,1000,0.0,387.52,87.15,Current
2023-06-01,100674,Cashback,58,2500,0.0,455.35,0.0,Current
2023-06-01,100675,Travel Reward,9,5000,636.91,2315.33,0.0,Current
2023-06-01,100676,Cashback,36,5000,0.0,1409.85,0.0,Current
2023-06-01,100677,Travel Reward,80,10000,0.0,1801.49,0.0,Current
2023-06-01,100678,Low APR,50,10000,245.55,3514.0,0.0,Current
2023-06-01,100679,Cashback,58,2500,0.0,839.16,0.0,60-89 DPD
2023-06-01,100680,Low APR,43,10000,14.39,1780.96,0.0,Current
2023-06-01,100681,Low APR,63,2500,91.85,895.5,543.74,Current
2023-06-01,100682,Travel Reward,95,1000,782.84,456.19,313.75,Current
2023-06-01,100683,Cashback,99,15000,0.0,3610.38,0.0,Current
2023-06-01,100684,Student,76,25000,0.0,11241.53,0.0,Current
2023-06-01,100685,Travel Reward,124,10000,0.0,6946.79,0.0,Current
2023-06-01,100686,Student,38,10000,1656.62,2340.35,0.0,Current
2023-06-01,100687,Cashback,9,1000,27.11,406.41,0.0,Current
2023-06-01,100688,Low APR,120,15000,88.62,2070.42,0.0,Current
2023-06-01,100689,Travel Reward,59,2500,480.03,1768.89,257.27,Current
2023-06-01,100690,Low APR,56,1000,95.5,511.96,457.31,Current
2023-06-01,100691,Travel Reward,100,1000,144.06,508.12,0.0,Current
2023-06-01,100692,Cashback,91,5000,0.0,4500.0,4500.0,Charge-off
2023-06-01,100693,Cashback,18,15000,0.0,5705.41,0.0,Current
2023-06-01,100694,Low APR,53,25000,105.32,7720.08,6289.46,Current
2023-06-01,100695,Student,15,5000,80.75,425.94,124.4,Current
2023-06-01,100696,Travel Reward,84,2500,0.0,679.37,0.0,Current
2023-06-01,100697,Cashback,31,10000,219.62,2584.76,462.44,Current
2023-06-01,100698,Cashback,57,10000,6.55,2785.61,0.0,Current
2023-06-01,100699,Cashback,71,10000,212.51,2796.41,1640.2,Current
2023-06-01,100700,Travel Reward,67,2500,0.0,1005.0,103.43,Current
2023-06-01,100701,Travel Reward,58,5000,0.0,615.23,0.0,Current
2023-06-01,100702,Low APR,108,5000,4000.0,2255.09,0.0,Current
2023-06-01,100703,Cashback,40,15000,206.28,4772.08,2282.87,1-29 DPD
2023-06-01,100704,Travel Reward,113,10000,0.0,4589.65,4081.26,Current
2023-06-01,100705,Cashback,95,2500,21.63,396.58,60.89,60-89 DPD
2023-06-01,100706,Student,76,15000,348.14,7450.93,6006.03,Current
2023-06-01,100707,Low APR,39,5000,33.51,1471.25,0.0,Current
2023-06-01,100708,Student,99,2500,2000.0,410.76,203.01,Current
2023-06-01,100709,Cashback,9,2500,23.95,1083.13,392.49,Current
2023-06-01,100710,Low APR,72,10000,0.0,3211.8,2677.92,Current
2023-06-01,100711,Cashback,61,15000,5.44,3448.23,0.0,30-59 DPD
2023-06-01,100712,Travel Reward,62,2500,1101.06,773.63,0.0,Current
2023-06-01,100713,Low APR,106,15000,316.14,4101.07,775.5,Current
2023-06-01,100714,Cashback,104,2500,317.14,821.48,392.74,Current
2023-06-01,100715,Travel Reward,63,10000,0.0,6113.67,1685.17,Current
2023-06-01,100716,Travel Reward,113,5000,360.96,1448.19,1179.57,Current
2023-06-01,100717,Cashback,119,5000,0.0,1657.21,0.0,Current
2023-06-01,100718,Low APR,90,1000,99.65,626.56,0.0,Current
2023-06-01,100719,Travel Reward,42,5000,125.29,570.77,0.0,Current
2023-06-01,100720,Travel Reward,21,2500,382.66,1917.88,1019.81,Current
2023-06-01,100721,Low APR,7,2500,195.97,376.75,326.78,Current
2023-06-01,100722,Cashback,67,15000,158.03,3851.5,1805.63,Current
2023-06-01,100723,Cashback,57,1000,159.66,403.63,296.62,Current
2023-06-01,100724,Low APR,66,15000,0.0,13500.0,13500.0,90+ DPD
2023-06-01,100725,Travel Reward,13,2500,84.3,457.99,0.0,Current
2023-06-01,100726,Low APR,108,1000,247.23,111.2,0.0,Current
2023-06-01,100727,Student,123,10000,794.25,3531.87,0.0,Current
2023-06-01,100728,Cashback,64,15000,623.97,2678.28,0.0,Current
2023-06-01,100729,Low APR,50,2500,0.0,393.64,0.0,Current
2023-06-01,100730,Cashback,47,2500,67.21,186.37,0.0,Current
2023-06-01,100731,Travel Reward,115,2500,66.55,410.75,0.0,Current
2023-06-01,100732,Cashback,34,1000,160.51,76.98,54.1,Current
2023-06-01,100733,Cashback,19,15000,101.77,978.39,530.2,Current
2023-06-01,100734,Low APR,25,5000,0.0,2790.18,0.0,Current
2023-06-01,100735,Travel Reward,109,2500,0.0,917.39,0.0,Current
2023-06-01,100736,Travel Reward,101,10000,0.0,515.97,0.0,Current
2023-06-01,100737,Travel Reward,61,2500,374.18,778.24,305.42,30-59 DPD
2023-06-01,100738,Low APR,51,5000,0.0,4500.0,4500.0,Charge-off
2023-06-01,100739,Cashback,33,5000,10.75,1462.43,486.34,Current
2023-06-01,100740,Cashback,68,2500,0.0,955.16,737.92,Current
2023-06-01,100741,Travel Reward,80,5000,0.0,2482.36,1364.2,Current
2023-06-01,100742,Cashback,38,2500,0.0,529.19,0.0,Current
2023-06-01,100743,Low APR,28,10000,0.0,9000.0,9000.0,Charge-off
2023-06-01,100744,Travel Reward,122,5000,77.97,453.55,183.21,Current
2023-06-01,100745,Travel Reward,112,10000,144.75,1247.12,817.21,60-89 DPD
2023-06-01,100746,Cashback,124,1000,446.51,53.78,0.0,Current
2023-06-01,100747,Low APR,37,15000,7.07,4146.44,1056.02,Current
2023-06-01,100748,Travel Reward,109,10000,111.51,3648.45,3212.19,Current
2023-06-01,100749,Low APR,81,5000,35.78,3090.74,1825.17,30-59 DPD
2023-06-01,100750,Low APR,25,2500,17.07,1023.87,0.0,Current
2023-06-01,100751,Travel Reward,95,5000,116.18,2778.89,0.0,Current
2023-06-01,100752,Cashback,21,10000,211.04,428.86,0.0,Current
2023-06-01,100753,Cashback,89,5000,68.47,1658.12,353.94,Current
2023-06-01,100754,Cashback,14,5000,130.56,2521.22,0.0,Current
2023-06-01,100755,Travel Reward,70,25000,0.0,8369.37,940.26,Current
2023-06-01,100756,Cashback,72,2500,12.91,448.22,0.0,Current
2023-06-01,100757,Travel Reward,76,15000,0.0,6303.81,3035.47,Current
2023-06-01,100758,Cashback,119,2500,467.48,1381.9,616.89,Current
2023-06-01,100759,Student,119,15000,0.0,3666.32,0.0,60-89 DPD
2023-06-01,100760,Travel Reward,65,5000,0.0,817.65,0.0,Current
2023-06-01,100761,Cashback,20,2500,0.0,110.17,95.13,Current
2023-06-01,100762,Cashback,63,10000,454.05,4328.71,1996.71,Current
2023-06-01,100763,Student,85,10000,37.25,1992.25,1332.38,Current
2023-06-01,100764,Cashback,18,15000,381.16,854.38,0.0,60-89 DPD
2023-06-01,100765,Travel Reward,21,2500,196.66,421.26,75.98,30-59 DPD
2023-06-01,100766,Low APR,44,2500,48.36,110.43,97.28,Current
2023-06-01,100767,Travel Reward,97,15000,0.0,4216.89,713.7,Current
2023-06-01,100768,Cashback,30,10000,27.38,999.17,0.0,30-59 DPD
2023-06-01,100769,Low APR,61,1000,23.21,509.08,0.0,30-59 DPD
2023-06-01,100770,Travel Reward,32,2500,0.0,453.12,266.52,Current
2023-06-01,100771,Cashback,116,25000,402.19,8921.56,0.0,Current
2023-06-01,100772,Student,41,1000,800.0,131.59,52.45,Current
2023-06-01,100773,Cashback,26,5000,7.42,1589.28,965.65,Current
2023-06-01,100774,Student,55,2500,0.0,1541.29,199.46,Current
2023-06-01,100775,Cashback,11,5000,52.47,2345.5,0.0,Current
2023-06-01,100776,Travel Reward,31,15000,64.41,3450.9,2319.9,Current
2023-06-01,100777,Student,65,5000,16.91,1585.67,731.82,Current
2023-06-01,100778,Cashback,93,10000,719.17,3125.9,1956.77,Current
2023-06-01,100779,Travel Reward,70,2500,115.78,1024.35,0.0,Current
2023-06-01,100780,Low APR,13,5000,0.0,4500.0,4500.0,Charge-off
2023-06-01,100781,Cashback,101,1000,0.0,57.8,49.34,Current
2023-06-01,100782,Low APR,58,2500,271.32,136.56,0.0,Current
2023-06-01,100783,Cashback,13,5000,0.0,692.45,0.0,Current
2023-06-01,100784,Cashback,104,1000,457.0,380.12,0.0,Current
2023-06-01,100785,Travel Reward,114,5000,41.9,1472.23,1140.65,60-89 DPD
2023-06-01,100786,Cashback,92,1000,58.0,191.34,29.01,Current
2023-06-01,100787,Low APR,12,2500,72.88,822.78,207.08,Current
2023-06-01,100788,Cashback,93,1000,0.0,294.73,148.81,Current
2023-06-01,100789,Cashback,47,5000,0.0,1451.11,0.0,Current
2023-06-01,100790,Low APR,66,10000,555.06,4320.45,1716.05,Current
2023-06-01,100791,Low APR,114,1000,198.83,114.91,81.01,1-29 DPD
2023-06-01,100792,Cashback,19,5000,215.82,1926.71,1478.69,1-29 DPD
2023-06-01,100793,Travel Reward,25,5000,0.0,2035.73,753.87,Current
2023-06-01,100794,Travel Reward,101,5000,774.69,2184.58,0.0,Current
2023-06-01,100795,Travel Reward,118,1000,203.82,239.07,86.91,Current
2023-06-01,100796,Low APR,11,2500,0.0,587.87,392.2,Current
2023-06-01,100797,Travel Reward,68,5000,0.0,60.29,17.06,Current
2023-06-01,100798,Cashback,42,1000,0.0,71.62,60.35,1-29 DPD
2023-06-01,100799,Cashback,29,15000,0.0,5076.89,0.0,1-29 DPD
2023-06-01,100800,Low APR,51,2500,10.48,400.63,252.8,Current
2023-06-01,100801,Cashback,88,10000,555.87,3394.55,1327.47,Current
2023-06-01,100802,Cashback,12,15000,814.09,1588.64,0.0,Current
2023-06-01,100803,Cashback,96,1000,41.09,465.4,0.0,Current
2023-06-01,100804,Travel Reward,54,5000,0.0,1865.28,1079.66,Current
2023-06-01,100805,Travel Reward,115,10000,52.63,2518.1,1178.34,Current
2023-06-01,100806,Travel Reward,97,5000,1100.15,1199.68,0.0,Current
2023-06-01,100807,Cashback,83,1000,396.69,290.32,251.08,Current
2023-06-01,100808,Travel Reward,43,2500,0.0,260.7,163.84,Current
2023-06-01,100809,Travel Reward,35,25000,14.61,3267.75,0.0,Current
2023-06-01,100810,Low APR,36,15000,120.3,2588.8,0.0,1-29 DPD
2023-06-01,100811,Cashback,50,2500,6.05,1087.29,0.0,Current
2023-06-01,100812,Cashback,51,25000,0.0,5918.31,0.0,Current
2023-06-01,100813,Low APR,99,1000,0.0,420.8,0.0,Current
2023-06-01,100814,Student,51,10000,25.77,1509.94,1074.02,Current
2023-06-01,100815,Low APR,60,15000,1387.77,3127.86,1217.36,1-29 DPD
2023-06-01,100816,Travel Reward,72,2500,72.73,793.91,624.26,1-29 DPD
2023-06-01,100817,Low APR,38,5000,1636.64,2374.44,1005.92,Current
2023-06-01,100818,Travel Reward,38,5000,35.01,3184.55,904.74,Current
2023-06-01,100819,Student,44,5000,0.0,361.96,287.63,Current
2023-06-01,100820,Travel Reward,11,5000,107.93,1612.03,491.94,Current
2023-06-01,100821,Travel Reward,70,1000,163.55,59.43,36.32,Current
2023-06-01,100822,Cashback,36,2500,236.02,1375.43,917.88,Current
2023-06-01,100823,Travel Reward,50,5000,76.8,2628.84,0.0,Current
2023-06-01,100824,Travel Reward,52,15000,335.02,6138.83,3014.73,30-59 DPD
2023-06-01,100825,Cashback,108,10000,96.04,4639.04,0.0,Current
2023-06-01,100826,Travel Reward,27,15000,0.0,6241.06,4740.14,Current
2023-06-01,100827,Travel Reward,107,5000,130.41,1266.34,562.21,Current
2023-06-01,100828,Low APR,116,2500,250.28,424.24,0.0,Current
2023-06-01,100829,Cashback,108,2500,113.18,689.86,0.0,Current
2023-06-01,100830,Low APR,62,15000,570.92,699.98,0.0,Current
2023-06-01,100831,Low APR,39,5000,26.12,1836.78,0.0,Current
2023-06-01,100832,Travel Reward,48,10000,126.81,1561.06,496.77,Current
2023-06-01,100833,Cashback,21,10000,5815.31,1152.89,893.74,60-89 DPD
2023-06-01,100834,Cashback,17,2500,397.57,940.41,0.0,Current
2023-06-01,100835,Cashback,36,25000,501.62,8285.21,0.0,Current
2023-06-01,100836,Travel Reward,7,10000,2107.01,730.64,451.59,Current
2023-06-01,100837,Cashback,60,5000,59.55,2420.25,1479.58,1-29 DPD
2023-06-01,100838,Travel Reward,16,15000,168.24,1372.6,236.37,Current
2023-06-01,100839,Cashback,49,5000,387.75,1029.76,595.45,30-59 DPD
2023-06-01,100840,Travel Reward,54,15000,27.73,4990.39,2163.59,Current
2023-06-01,100841,Travel Reward,34,2500,57.42,478.81,0.0,Current
2023-06-01,100842,Travel Reward,60,10000,133.96,3306.64,2752.17,Current
2023-06-01,100843,Travel Reward,21,5000,0.0,2997.55,0.0,Current
2023-06-01,100844,Cashback,15,1000,202.92,219.46,122.03,Current
2023-06-01,100845,Cashback,41,5000,0.0,1699.4,243.94,Current
2023-06-01,100846,Travel Reward,62,5000,43.01,1527.29,1233.43,Current
2023-06-01,100847,Travel Reward,54,2500,72.82,315.37,217.96,Current
2023-06-01,100848,Low APR,14,2500,2000.0,1277.02,0.0,Current
2023-06-01,100849,Travel Reward,109,10000,0.0,5535.22,0.0,Current
2023-06-01,100850,Low APR,69,15000,0.0,3507.7,0.0,Current
2023-06-01,100851,Cashback,51,2500,92.61,211.95,186.43,Current
2023-06-01,100852,Travel Reward,119,10000,32.22,3628.97,0.0,Current
2023-06-01,100853,Cashback,37,2500,25.48,319.78,0.0,Current
2023-06-01,100854,Cashback,84,10000,0.0,9000.0,9000.0,90+ DPD
2023-06-01,100855,Cashback,22,5000,59.17,745.99,0.0,Current
2023-06-01,100856,Low APR,63,5000,165.55,2014.01,0.0,Current
2023-06-01,100857,Cashback,20,5000,7.85,145.13,0.0,Current
2023-06-01,100858,Travel Reward,25,2500,9.32,450.91,340.82,30-59 DPD
2023-06-01,100859,Cashback,64,10000,0.0,1774.08,0.0,Current
2023-06-01,100860,Travel Reward,93,2500,1033.94,621.23,309.25,Current
2023-06-01,100861,Low APR,46,2500,177.04,211.57,0.0,Current
2023-06-01,100862,Travel Reward,65,15000,0.0,2944.86,2583.16,Current
2023-06-01,100863,Travel Reward,106,5000,87.36,2181.65,0.0,Current
2023-06-01,100864,Cashback,19,5000,0.0,282.59,243.51,Current
2023-06-01,100865,Student,72,25000,212.15,4078.54,2201.25,Current
2023-06-01,100866,Travel Reward,96,5000,483.41,2924.82,0.0,Current
2023-06-01,100867,Travel Reward,94,10000,0.0,1402.71,0.0,Current
2023-06-01,100868,Low APR,100,10000,66.65,3143.43,879.82,Current
2023-06-01,100869,Cashback,49,2500,18.18,1146.72,724.29,Current
2023-06-01,100870,Travel Reward,104,2500,0.0,604.63,0.0,Current
2023-06-01,100871,Cashback,48,10000,486.2,2571.51,1835.2,Current
2023-06-01,100872,Student,119,5000,174.26,898.16,655.85,Current
2023-06-01,100873,Travel Reward,68,1000,9.91,517.11,0.0,Current
2023-06-01,100874,Cashback,65,25000,90.13,799.12,0.0,Current
2023-06-01,100875,Low APR,46,5000,24.17,1340.11,1070.66,Current
2023-06-01,100876,Cashback,8,1000,0.0,900.0,900.0,90+ DPD
2023-06-01,100877,Low APR,37,2500,0.0,1169.13,0.0,Current
2023-06-01,100878,Cashback,97,10000,0.0,6423.74,1667.86,Current
2023-06-01,100879,Cashback,92,5000,0.0,2441.29,1334.92,Current
2023-06-01,100880,Low APR,75,1000,74.9,297.7,0.0,Current
2023-06-01,100881,Cashback,25,15000,33.43,3001.57,622.08,Current
